Source,Target,Type,Weight
88,87,Undirected,1
87,88,Undirected,1
89,1,Undirected,3
1,89,Undirected,3
89,2,Undirected,3
2,89,Undirected,3
89,3,Undirected,2
3,89,Undirected,2
89,4,Undirected,2
4,89,Undirected,2
89,16,Undirected,1
16,89,Undirected,1
89,25,Undirected,1
25,89,Undirected,1
89,27,Undirected,3
27,89,Undirected,3
89,29,Undirected,1
29,89,Undirected,1
89,33,Undirected,1
33,89,Undirected,1
89,34,Undirected,1
34,89,Undirected,1
89,36,Undirected,2
36,89,Undirected,2
89,42,Undirected,1
42,89,Undirected,1
89,45,Undirected,1
45,89,Undirected,1
89,46,Undirected,2
46,89,Undirected,2
89,55,Undirected,1
55,89,Undirected,1
89,59,Undirected,1
59,89,Undirected,1
89,75,Undirected,1
75,89,Undirected,1
89,84,Undirected,1
84,89,Undirected,1
89,88,Undirected,1
88,89,Undirected,1
90,1,Undirected,1
1,90,Undirected,1
90,2,Undirected,1
2,90,Undirected,1
90,3,Undirected,1
3,90,Undirected,1
90,4,Undirected,1
4,90,Undirected,1
90,5,Undirected,1
5,90,Undirected,1
91,1,Undirected,22
1,91,Undirected,22
91,2,Undirected,21
2,91,Undirected,21
91,3,Undirected,24
3,91,Undirected,24
91,4,Undirected,23
4,91,Undirected,23
91,5,Undirected,7
5,91,Undirected,7
91,8,Undirected,3
8,91,Undirected,3
91,9,Undirected,3
9,91,Undirected,3
91,10,Undirected,3
10,91,Undirected,3
91,11,Undirected,1
11,91,Undirected,1
91,12,Undirected,1
12,91,Undirected,1
91,13,Undirected,2
13,91,Undirected,2
91,21,Undirected,3
21,91,Undirected,3
91,25,Undirected,1
25,91,Undirected,1
91,27,Undirected,4
27,91,Undirected,4
91,29,Undirected,1
29,91,Undirected,1
91,30,Undirected,1
30,91,Undirected,1
91,33,Undirected,3
33,91,Undirected,3
91,34,Undirected,5
34,91,Undirected,5
91,35,Undirected,4
35,91,Undirected,4
91,36,Undirected,3
36,91,Undirected,3
91,38,Undirected,3
38,91,Undirected,3
91,41,Undirected,3
41,91,Undirected,3
91,42,Undirected,9
42,91,Undirected,9
91,43,Undirected,2
43,91,Undirected,2
91,44,Undirected,2
44,91,Undirected,2
91,45,Undirected,3
45,91,Undirected,3
91,46,Undirected,6
46,91,Undirected,6
91,47,Undirected,1
47,91,Undirected,1
91,50,Undirected,3
50,91,Undirected,3
91,51,Undirected,1
51,91,Undirected,1
91,52,Undirected,1
52,91,Undirected,1
91,53,Undirected,2
53,91,Undirected,2
91,55,Undirected,1
55,91,Undirected,1
91,58,Undirected,3
58,91,Undirected,3
91,59,Undirected,3
59,91,Undirected,3
91,62,Undirected,1
62,91,Undirected,1
91,63,Undirected,1
63,91,Undirected,1
91,75,Undirected,3
75,91,Undirected,3
91,80,Undirected,1
80,91,Undirected,1
92,1,Undirected,23
1,92,Undirected,23
92,2,Undirected,21
2,92,Undirected,21
92,3,Undirected,20
3,92,Undirected,20
92,4,Undirected,17
4,92,Undirected,17
92,5,Undirected,8
5,92,Undirected,8
92,8,Undirected,1
8,92,Undirected,1
92,9,Undirected,1
9,92,Undirected,1
92,10,Undirected,1
10,92,Undirected,1
92,11,Undirected,1
11,92,Undirected,1
92,12,Undirected,2
12,92,Undirected,2
92,13,Undirected,2
13,92,Undirected,2
92,21,Undirected,2
21,92,Undirected,2
92,27,Undirected,6
27,92,Undirected,6
92,29,Undirected,2
29,92,Undirected,2
92,30,Undirected,1
30,92,Undirected,1
92,33,Undirected,2
33,92,Undirected,2
92,34,Undirected,2
34,92,Undirected,2
92,35,Undirected,10
35,92,Undirected,10
92,36,Undirected,6
36,92,Undirected,6
92,37,Undirected,1
37,92,Undirected,1
92,38,Undirected,3
38,92,Undirected,3
92,41,Undirected,3
41,92,Undirected,3
92,42,Undirected,2
42,92,Undirected,2
92,43,Undirected,6
43,92,Undirected,6
92,44,Undirected,1
44,92,Undirected,1
92,45,Undirected,4
45,92,Undirected,4
92,46,Undirected,5
46,92,Undirected,5
92,47,Undirected,1
47,92,Undirected,1
92,50,Undirected,1
50,92,Undirected,1
92,53,Undirected,1
53,92,Undirected,1
92,55,Undirected,2
55,92,Undirected,2
92,58,Undirected,1
58,92,Undirected,1
92,60,Undirected,1
60,92,Undirected,1
92,66,Undirected,1
66,92,Undirected,1
92,70,Undirected,1
70,92,Undirected,1
92,75,Undirected,1
75,92,Undirected,1
92,80,Undirected,1
80,92,Undirected,1
92,88,Undirected,1
88,92,Undirected,1
92,91,Undirected,3
91,92,Undirected,3
93,1,Undirected,7
1,93,Undirected,7
93,2,Undirected,7
2,93,Undirected,7
93,3,Undirected,8
3,93,Undirected,8
93,4,Undirected,4
4,93,Undirected,4
93,5,Undirected,2
5,93,Undirected,2
93,27,Undirected,3
27,93,Undirected,3
93,28,Undirected,1
28,93,Undirected,1
93,33,Undirected,1
33,93,Undirected,1
93,34,Undirected,1
34,93,Undirected,1
93,36,Undirected,3
36,93,Undirected,3
93,38,Undirected,1
38,93,Undirected,1
93,42,Undirected,2
42,93,Undirected,2
93,44,Undirected,1
44,93,Undirected,1
93,46,Undirected,1
46,93,Undirected,1
93,52,Undirected,1
52,93,Undirected,1
93,67,Undirected,1
67,93,Undirected,1
93,71,Undirected,1
71,93,Undirected,1
93,91,Undirected,1
91,93,Undirected,1
93,92,Undirected,1
92,93,Undirected,1
94,1,Undirected,1
1,94,Undirected,1
94,2,Undirected,1
2,94,Undirected,1
94,3,Undirected,1
3,94,Undirected,1
94,4,Undirected,1
4,94,Undirected,1
94,92,Undirected,1
92,94,Undirected,1
95,1,Undirected,69
1,95,Undirected,69
95,2,Undirected,61
2,95,Undirected,61
95,3,Undirected,72
3,95,Undirected,72
95,4,Undirected,66
4,95,Undirected,66
95,5,Undirected,14
5,95,Undirected,14
95,6,Undirected,1
6,95,Undirected,1
95,8,Undirected,14
8,95,Undirected,14
95,9,Undirected,16
9,95,Undirected,16
95,10,Undirected,12
10,95,Undirected,12
95,11,Undirected,4
11,95,Undirected,4
95,12,Undirected,1
12,95,Undirected,1
95,13,Undirected,1
13,95,Undirected,1
95,14,Undirected,1
14,95,Undirected,1
95,16,Undirected,1
16,95,Undirected,1
95,17,Undirected,1
17,95,Undirected,1
95,21,Undirected,1
21,95,Undirected,1
95,25,Undirected,11
25,95,Undirected,11
95,26,Undirected,2
26,95,Undirected,2
95,27,Undirected,12
27,95,Undirected,12
95,28,Undirected,1
28,95,Undirected,1
95,29,Undirected,1
29,95,Undirected,1
95,30,Undirected,2
30,95,Undirected,2
95,33,Undirected,9
33,95,Undirected,9
95,34,Undirected,16
34,95,Undirected,16
95,35,Undirected,21
35,95,Undirected,21
95,36,Undirected,16
36,95,Undirected,16
95,37,Undirected,1
37,95,Undirected,1
95,38,Undirected,8
38,95,Undirected,8
95,41,Undirected,4
41,95,Undirected,4
95,42,Undirected,29
42,95,Undirected,29
95,43,Undirected,6
43,95,Undirected,6
95,44,Undirected,3
44,95,Undirected,3
95,45,Undirected,13
45,95,Undirected,13
95,46,Undirected,35
46,95,Undirected,35
95,50,Undirected,7
50,95,Undirected,7
95,55,Undirected,13
55,95,Undirected,13
95,57,Undirected,1
57,95,Undirected,1
95,58,Undirected,12
58,95,Undirected,12
95,59,Undirected,5
59,95,Undirected,5
95,60,Undirected,1
60,95,Undirected,1
95,62,Undirected,2
62,95,Undirected,2
95,63,Undirected,1
63,95,Undirected,1
95,66,Undirected,1
66,95,Undirected,1
95,70,Undirected,3
70,95,Undirected,3
95,71,Undirected,1
71,95,Undirected,1
95,75,Undirected,9
75,95,Undirected,9
95,79,Undirected,1
79,95,Undirected,1
95,80,Undirected,12
80,95,Undirected,12
95,88,Undirected,2
88,95,Undirected,2
95,91,Undirected,4
91,95,Undirected,4
95,92,Undirected,4
92,95,Undirected,4
95,93,Undirected,2
93,95,Undirected,2
95,94,Undirected,1
94,95,Undirected,1
96,1,Undirected,1
1,96,Undirected,1
96,2,Undirected,1
2,96,Undirected,1
96,3,Undirected,1
3,96,Undirected,1
96,4,Undirected,1
4,96,Undirected,1
96,92,Undirected,1
92,96,Undirected,1
96,94,Undirected,1
94,96,Undirected,1
96,95,Undirected,1
95,96,Undirected,1
98,1,Undirected,51
1,98,Undirected,51
98,2,Undirected,49
2,98,Undirected,49
98,3,Undirected,45
3,98,Undirected,45
98,4,Undirected,46
4,98,Undirected,46
98,5,Undirected,17
5,98,Undirected,17
98,6,Undirected,1
6,98,Undirected,1
98,8,Undirected,2
8,98,Undirected,2
98,9,Undirected,1
9,98,Undirected,1
98,10,Undirected,1
10,98,Undirected,1
98,11,Undirected,3
11,98,Undirected,3
98,12,Undirected,7
12,98,Undirected,7
98,16,Undirected,1
16,98,Undirected,1
98,22,Undirected,1
22,98,Undirected,1
98,27,Undirected,13
27,98,Undirected,13
98,28,Undirected,1
28,98,Undirected,1
98,29,Undirected,3
29,98,Undirected,3
98,30,Undirected,4
30,98,Undirected,4
98,33,Undirected,5
33,98,Undirected,5
98,34,Undirected,10
34,98,Undirected,10
98,35,Undirected,18
35,98,Undirected,18
98,36,Undirected,8
36,98,Undirected,8
98,38,Undirected,6
38,98,Undirected,6
98,41,Undirected,6
41,98,Undirected,6
98,42,Undirected,8
42,98,Undirected,8
98,43,Undirected,8
43,98,Undirected,8
98,44,Undirected,1
44,98,Undirected,1
98,45,Undirected,10
45,98,Undirected,10
98,46,Undirected,14
46,98,Undirected,14
98,48,Undirected,1
48,98,Undirected,1
98,49,Undirected,1
49,98,Undirected,1
98,50,Undirected,6
50,98,Undirected,6
98,53,Undirected,1
53,98,Undirected,1
98,55,Undirected,8
55,98,Undirected,8
98,57,Undirected,1
57,98,Undirected,1
98,58,Undirected,1
58,98,Undirected,1
98,59,Undirected,5
59,98,Undirected,5
98,62,Undirected,1
62,98,Undirected,1
98,64,Undirected,1
64,98,Undirected,1
98,70,Undirected,1
70,98,Undirected,1
98,71,Undirected,3
71,98,Undirected,3
98,73,Undirected,3
73,98,Undirected,3
98,75,Undirected,2
75,98,Undirected,2
98,80,Undirected,8
80,98,Undirected,8
98,91,Undirected,1
91,98,Undirected,1
98,93,Undirected,1
93,98,Undirected,1
98,95,Undirected,3
95,98,Undirected,3
99,1,Undirected,2
1,99,Undirected,2
99,3,Undirected,2
3,99,Undirected,2
99,4,Undirected,1
4,99,Undirected,1
99,36,Undirected,1
36,99,Undirected,1
99,85,Undirected,1
85,99,Undirected,1
99,86,Undirected,1
86,99,Undirected,1
99,98,Undirected,1
98,99,Undirected,1
100,1,Undirected,5
1,100,Undirected,5
100,2,Undirected,5
2,100,Undirected,5
100,3,Undirected,4
3,100,Undirected,4
100,4,Undirected,5
4,100,Undirected,5
100,5,Undirected,2
5,100,Undirected,2
100,8,Undirected,1
8,100,Undirected,1
100,9,Undirected,1
9,100,Undirected,1
100,10,Undirected,1
10,100,Undirected,1
100,12,Undirected,1
12,100,Undirected,1
100,14,Undirected,1
14,100,Undirected,1
100,35,Undirected,2
35,100,Undirected,2
100,36,Undirected,1
36,100,Undirected,1
100,42,Undirected,1
42,100,Undirected,1
100,45,Undirected,1
45,100,Undirected,1
100,50,Undirected,1
50,100,Undirected,1
100,53,Undirected,1
53,100,Undirected,1
100,75,Undirected,1
75,100,Undirected,1
100,91,Undirected,1
91,100,Undirected,1
100,98,Undirected,1
98,100,Undirected,1
101,1,Undirected,2
1,101,Undirected,2
101,2,Undirected,1
2,101,Undirected,1
101,3,Undirected,2
3,101,Undirected,2
101,4,Undirected,1
4,101,Undirected,1
101,5,Undirected,1
5,101,Undirected,1
101,36,Undirected,2
36,101,Undirected,2
101,42,Undirected,1
42,101,Undirected,1
101,59,Undirected,1
59,101,Undirected,1
101,64,Undirected,1
64,101,Undirected,1
101,73,Undirected,2
73,101,Undirected,2
101,98,Undirected,1
98,101,Undirected,1
102,1,Undirected,13
1,102,Undirected,13
102,2,Undirected,12
2,102,Undirected,12
102,3,Undirected,13
3,102,Undirected,13
102,4,Undirected,13
4,102,Undirected,13
102,5,Undirected,7
5,102,Undirected,7
102,8,Undirected,2
8,102,Undirected,2
102,9,Undirected,2
9,102,Undirected,2
102,10,Undirected,2
10,102,Undirected,2
102,12,Undirected,2
12,102,Undirected,2
102,27,Undirected,3
27,102,Undirected,3
102,30,Undirected,1
30,102,Undirected,1
102,34,Undirected,1
34,102,Undirected,1
102,35,Undirected,5
35,102,Undirected,5
102,36,Undirected,5
36,102,Undirected,5
102,38,Undirected,1
38,102,Undirected,1
102,42,Undirected,2
42,102,Undirected,2
102,43,Undirected,2
43,102,Undirected,2
102,44,Undirected,3
44,102,Undirected,3
102,45,Undirected,7
45,102,Undirected,7
102,46,Undirected,2
46,102,Undirected,2
102,50,Undirected,2
50,102,Undirected,2
102,59,Undirected,1
59,102,Undirected,1
102,68,Undirected,1
68,102,Undirected,1
102,73,Undirected,1
73,102,Undirected,1
102,75,Undirected,2
75,102,Undirected,2
102,78,Undirected,1
78,102,Undirected,1
102,80,Undirected,4
80,102,Undirected,4
102,91,Undirected,1
91,102,Undirected,1
102,95,Undirected,1
95,102,Undirected,1
102,98,Undirected,5
98,102,Undirected,5
102,100,Undirected,1
100,102,Undirected,1
103,1,Undirected,32
1,103,Undirected,32
103,2,Undirected,29
2,103,Undirected,29
103,3,Undirected,32
3,103,Undirected,32
103,4,Undirected,27
4,103,Undirected,27
103,5,Undirected,3
5,103,Undirected,3
103,6,Undirected,2
6,103,Undirected,2
103,8,Undirected,3
8,103,Undirected,3
103,9,Undirected,3
9,103,Undirected,3
103,10,Undirected,3
10,103,Undirected,3
103,12,Undirected,4
12,103,Undirected,4
103,21,Undirected,2
21,103,Undirected,2
103,24,Undirected,1
24,103,Undirected,1
103,25,Undirected,1
25,103,Undirected,1
103,26,Undirected,3
26,103,Undirected,3
103,27,Undirected,4
27,103,Undirected,4
103,29,Undirected,2
29,103,Undirected,2
103,30,Undirected,1
30,103,Undirected,1
103,32,Undirected,1
32,103,Undirected,1
103,33,Undirected,3
33,103,Undirected,3
103,34,Undirected,4
34,103,Undirected,4
103,35,Undirected,11
35,103,Undirected,11
103,36,Undirected,8
36,103,Undirected,8
103,37,Undirected,1
37,103,Undirected,1
103,38,Undirected,3
38,103,Undirected,3
103,39,Undirected,1
39,103,Undirected,1
103,41,Undirected,2
41,103,Undirected,2
103,42,Undirected,15
42,103,Undirected,15
103,43,Undirected,5
43,103,Undirected,5
103,44,Undirected,1
44,103,Undirected,1
103,45,Undirected,4
45,103,Undirected,4
103,46,Undirected,13
46,103,Undirected,13
103,48,Undirected,1
48,103,Undirected,1
103,50,Undirected,4
50,103,Undirected,4
103,52,Undirected,1
52,103,Undirected,1
103,53,Undirected,1
53,103,Undirected,1
103,55,Undirected,4
55,103,Undirected,4
103,58,Undirected,4
58,103,Undirected,4
103,59,Undirected,6
59,103,Undirected,6
103,61,Undirected,1
61,103,Undirected,1
103,66,Undirected,2
66,103,Undirected,2
103,70,Undirected,1
70,103,Undirected,1
103,73,Undirected,1
73,103,Undirected,1
103,75,Undirected,4
75,103,Undirected,4
103,80,Undirected,1
80,103,Undirected,1
103,88,Undirected,1
88,103,Undirected,1
103,91,Undirected,1
91,103,Undirected,1
103,95,Undirected,6
95,103,Undirected,6
103,98,Undirected,5
98,103,Undirected,5
103,100,Undirected,3
100,103,Undirected,3
103,101,Undirected,1
101,103,Undirected,1
103,102,Undirected,1
102,103,Undirected,1
104,1,Undirected,11
1,104,Undirected,11
104,2,Undirected,7
2,104,Undirected,7
104,3,Undirected,11
3,104,Undirected,11
104,4,Undirected,10
4,104,Undirected,10
104,9,Undirected,1
9,104,Undirected,1
104,21,Undirected,1
21,104,Undirected,1
104,25,Undirected,1
25,104,Undirected,1
104,27,Undirected,4
27,104,Undirected,4
104,35,Undirected,3
35,104,Undirected,3
104,36,Undirected,2
36,104,Undirected,2
104,38,Undirected,1
38,104,Undirected,1
104,41,Undirected,1
41,104,Undirected,1
104,42,Undirected,3
42,104,Undirected,3
104,43,Undirected,1
43,104,Undirected,1
104,45,Undirected,1
45,104,Undirected,1
104,46,Undirected,4
46,104,Undirected,4
104,50,Undirected,1
50,104,Undirected,1
104,58,Undirected,3
58,104,Undirected,3
104,60,Undirected,1
60,104,Undirected,1
104,62,Undirected,1
62,104,Undirected,1
104,70,Undirected,1
70,104,Undirected,1
104,75,Undirected,1
75,104,Undirected,1
104,80,Undirected,2
80,104,Undirected,2
104,91,Undirected,1
91,104,Undirected,1
104,95,Undirected,7
95,104,Undirected,7
104,98,Undirected,1
98,104,Undirected,1
104,103,Undirected,4
103,104,Undirected,4
105,1,Undirected,3
1,105,Undirected,3
105,2,Undirected,3
2,105,Undirected,3
105,3,Undirected,3
3,105,Undirected,3
105,4,Undirected,3
4,105,Undirected,3
105,9,Undirected,1
9,105,Undirected,1
105,25,Undirected,1
25,105,Undirected,1
105,42,Undirected,1
42,105,Undirected,1
105,43,Undirected,1
43,105,Undirected,1
105,46,Undirected,1
46,105,Undirected,1
105,50,Undirected,1
50,105,Undirected,1
105,59,Undirected,1
59,105,Undirected,1
105,75,Undirected,2
75,105,Undirected,2
105,84,Undirected,1
84,105,Undirected,1
105,103,Undirected,2
103,105,Undirected,2
105,104,Undirected,2
104,105,Undirected,2
106,1,Undirected,4
1,106,Undirected,4
106,2,Undirected,5
2,106,Undirected,5
106,3,Undirected,6
3,106,Undirected,6
106,4,Undirected,4
4,106,Undirected,4
106,35,Undirected,1
35,106,Undirected,1
106,36,Undirected,1
36,106,Undirected,1
106,41,Undirected,2
41,106,Undirected,2
106,42,Undirected,1
42,106,Undirected,1
106,43,Undirected,1
43,106,Undirected,1
106,44,Undirected,1
44,106,Undirected,1
106,46,Undirected,4
46,106,Undirected,4
106,55,Undirected,1
55,106,Undirected,1
106,59,Undirected,2
59,106,Undirected,2
106,60,Undirected,1
60,106,Undirected,1
106,75,Undirected,2
75,106,Undirected,2
106,95,Undirected,1
95,106,Undirected,1
106,103,Undirected,2
103,106,Undirected,2
106,104,Undirected,1
104,106,Undirected,1
106,105,Undirected,1
105,106,Undirected,1
107,1,Undirected,1
1,107,Undirected,1
107,2,Undirected,1
2,107,Undirected,1
107,3,Undirected,2
3,107,Undirected,2
107,4,Undirected,2
4,107,Undirected,2
107,27,Undirected,1
27,107,Undirected,1
107,35,Undirected,1
35,107,Undirected,1
107,36,Undirected,1
36,107,Undirected,1
107,42,Undirected,1
42,107,Undirected,1
107,43,Undirected,1
43,107,Undirected,1
107,44,Undirected,1
44,107,Undirected,1
107,45,Undirected,1
45,107,Undirected,1
107,46,Undirected,1
46,107,Undirected,1
107,75,Undirected,1
75,107,Undirected,1
107,91,Undirected,1
91,107,Undirected,1
107,102,Undirected,1
102,107,Undirected,1
108,3,Undirected,1
3,108,Undirected,1
108,4,Undirected,1
4,108,Undirected,1
108,46,Undirected,1
46,108,Undirected,1
108,91,Undirected,1
91,108,Undirected,1
108,107,Undirected,1
107,108,Undirected,1
109,1,Undirected,4
1,109,Undirected,4
109,2,Undirected,3
2,109,Undirected,3
109,3,Undirected,6
3,109,Undirected,6
109,4,Undirected,5
4,109,Undirected,5
109,13,Undirected,1
13,109,Undirected,1
109,25,Undirected,1
25,109,Undirected,1
109,27,Undirected,3
27,109,Undirected,3
109,34,Undirected,1
34,109,Undirected,1
109,35,Undirected,1
35,109,Undirected,1
109,36,Undirected,2
36,109,Undirected,2
109,38,Undirected,1
38,109,Undirected,1
109,41,Undirected,2
41,109,Undirected,2
109,42,Undirected,2
42,109,Undirected,2
109,46,Undirected,3
46,109,Undirected,3
109,50,Undirected,1
50,109,Undirected,1
109,71,Undirected,1
71,109,Undirected,1
109,80,Undirected,1
80,109,Undirected,1
109,84,Undirected,1
84,109,Undirected,1
109,89,Undirected,1
89,109,Undirected,1
109,91,Undirected,1
91,109,Undirected,1
109,98,Undirected,1
98,109,Undirected,1
109,107,Undirected,1
107,109,Undirected,1
109,108,Undirected,1
108,109,Undirected,1
110,1,Undirected,88
1,110,Undirected,88
110,2,Undirected,70
2,110,Undirected,70
110,3,Undirected,81
3,110,Undirected,81
110,4,Undirected,77
4,110,Undirected,77
110,5,Undirected,18
5,110,Undirected,18
110,8,Undirected,5
8,110,Undirected,5
110,9,Undirected,5
9,110,Undirected,5
110,10,Undirected,5
10,110,Undirected,5
110,11,Undirected,8
11,110,Undirected,8
110,12,Undirected,13
12,110,Undirected,13
110,13,Undirected,11
13,110,Undirected,11
110,16,Undirected,1
16,110,Undirected,1
110,20,Undirected,1
20,110,Undirected,1
110,21,Undirected,2
21,110,Undirected,2
110,25,Undirected,3
25,110,Undirected,3
110,27,Undirected,21
27,110,Undirected,21
110,29,Undirected,3
29,110,Undirected,3
110,30,Undirected,3
30,110,Undirected,3
110,31,Undirected,1
31,110,Undirected,1
110,33,Undirected,11
33,110,Undirected,11
110,34,Undirected,16
34,110,Undirected,16
110,35,Undirected,25
35,110,Undirected,25
110,36,Undirected,22
36,110,Undirected,22
110,37,Undirected,1
37,110,Undirected,1
110,38,Undirected,9
38,110,Undirected,9
110,41,Undirected,6
41,110,Undirected,6
110,42,Undirected,15
42,110,Undirected,15
110,43,Undirected,11
43,110,Undirected,11
110,44,Undirected,3
44,110,Undirected,3
110,45,Undirected,19
45,110,Undirected,19
110,46,Undirected,20
46,110,Undirected,20
110,48,Undirected,2
48,110,Undirected,2
110,50,Undirected,10
50,110,Undirected,10
110,51,Undirected,1
51,110,Undirected,1
110,52,Undirected,1
52,110,Undirected,1
110,53,Undirected,1
53,110,Undirected,1
110,55,Undirected,11
55,110,Undirected,11
110,57,Undirected,2
57,110,Undirected,2
110,58,Undirected,4
58,110,Undirected,4
110,59,Undirected,6
59,110,Undirected,6
110,60,Undirected,1
60,110,Undirected,1
110,62,Undirected,1
62,110,Undirected,1
110,63,Undirected,1
63,110,Undirected,1
110,64,Undirected,1
64,110,Undirected,1
110,66,Undirected,1
66,110,Undirected,1
110,67,Undirected,1
67,110,Undirected,1
110,68,Undirected,2
68,110,Undirected,2
110,70,Undirected,4
70,110,Undirected,4
110,71,Undirected,4
71,110,Undirected,4
110,75,Undirected,9
75,110,Undirected,9
110,76,Undirected,2
76,110,Undirected,2
110,77,Undirected,2
77,110,Undirected,2
110,78,Undirected,1
78,110,Undirected,1
110,79,Undirected,2
79,110,Undirected,2
110,80,Undirected,9
80,110,Undirected,9
110,84,Undirected,1
84,110,Undirected,1
110,89,Undirected,1
89,110,Undirected,1
110,91,Undirected,10
91,110,Undirected,10
110,92,Undirected,6
92,110,Undirected,6
110,95,Undirected,10
95,110,Undirected,10
110,98,Undirected,10
98,110,Undirected,10
110,100,Undirected,2
100,110,Undirected,2
110,102,Undirected,6
102,110,Undirected,6
110,103,Undirected,5
103,110,Undirected,5
110,106,Undirected,1
106,110,Undirected,1
110,107,Undirected,2
107,110,Undirected,2
110,108,Undirected,1
108,110,Undirected,1
110,109,Undirected,6
109,110,Undirected,6
112,1,Undirected,85
1,112,Undirected,85
112,2,Undirected,73
2,112,Undirected,73
112,3,Undirected,68
3,112,Undirected,68
112,4,Undirected,69
4,112,Undirected,69
112,5,Undirected,21
5,112,Undirected,21
112,8,Undirected,4
8,112,Undirected,4
112,9,Undirected,5
9,112,Undirected,5
112,10,Undirected,3
10,112,Undirected,3
112,11,Undirected,4
11,112,Undirected,4
112,12,Undirected,9
12,112,Undirected,9
112,13,Undirected,1
13,112,Undirected,1
112,16,Undirected,2
16,112,Undirected,2
112,21,Undirected,1
21,112,Undirected,1
112,25,Undirected,6
25,112,Undirected,6
112,26,Undirected,1
26,112,Undirected,1
112,27,Undirected,20
27,112,Undirected,20
112,29,Undirected,3
29,112,Undirected,3
112,30,Undirected,2
30,112,Undirected,2
112,31,Undirected,2
31,112,Undirected,2
112,33,Undirected,18
33,112,Undirected,18
112,34,Undirected,25
34,112,Undirected,25
112,35,Undirected,40
35,112,Undirected,40
112,36,Undirected,12
36,112,Undirected,12
112,37,Undirected,1
37,112,Undirected,1
112,38,Undirected,16
38,112,Undirected,16
112,41,Undirected,9
41,112,Undirected,9
112,42,Undirected,14
42,112,Undirected,14
112,43,Undirected,22
43,112,Undirected,22
112,45,Undirected,42
45,112,Undirected,42
112,46,Undirected,24
46,112,Undirected,24
112,50,Undirected,5
50,112,Undirected,5
112,53,Undirected,1
53,112,Undirected,1
112,55,Undirected,66
55,112,Undirected,66
112,57,Undirected,2
57,112,Undirected,2
112,58,Undirected,3
58,112,Undirected,3
112,59,Undirected,8
59,112,Undirected,8
112,61,Undirected,1
61,112,Undirected,1
112,64,Undirected,1
64,112,Undirected,1
112,66,Undirected,4
66,112,Undirected,4
112,70,Undirected,5
70,112,Undirected,5
112,71,Undirected,4
71,112,Undirected,4
112,75,Undirected,11
75,112,Undirected,11
112,79,Undirected,1
79,112,Undirected,1
112,80,Undirected,5
80,112,Undirected,5
112,81,Undirected,2
81,112,Undirected,2
112,84,Undirected,1
84,112,Undirected,1
112,88,Undirected,1
88,112,Undirected,1
112,89,Undirected,1
89,112,Undirected,1
112,91,Undirected,2
91,112,Undirected,2
112,92,Undirected,3
92,112,Undirected,3
112,95,Undirected,15
95,112,Undirected,15
112,98,Undirected,9
98,112,Undirected,9
112,102,Undirected,1
102,112,Undirected,1
112,103,Undirected,4
103,112,Undirected,4
112,110,Undirected,10
110,112,Undirected,10
113,1,Undirected,7
1,113,Undirected,7
113,2,Undirected,6
2,113,Undirected,6
113,3,Undirected,7
3,113,Undirected,7
113,4,Undirected,7
4,113,Undirected,7
113,6,Undirected,1
6,113,Undirected,1
113,8,Undirected,1
8,113,Undirected,1
113,9,Undirected,1
9,113,Undirected,1
113,10,Undirected,1
10,113,Undirected,1
113,11,Undirected,1
11,113,Undirected,1
113,12,Undirected,2
12,113,Undirected,2
113,16,Undirected,2
16,113,Undirected,2
113,21,Undirected,1
21,113,Undirected,1
113,23,Undirected,1
23,113,Undirected,1
113,27,Undirected,2
27,113,Undirected,2
113,33,Undirected,3
33,113,Undirected,3
113,34,Undirected,3
34,113,Undirected,3
113,35,Undirected,1
35,113,Undirected,1
113,36,Undirected,2
36,113,Undirected,2
113,38,Undirected,1
38,113,Undirected,1
113,42,Undirected,2
42,113,Undirected,2
113,45,Undirected,3
45,113,Undirected,3
113,46,Undirected,3
46,113,Undirected,3
113,55,Undirected,2
55,113,Undirected,2
113,58,Undirected,1
58,113,Undirected,1
113,59,Undirected,2
59,113,Undirected,2
113,75,Undirected,2
75,113,Undirected,2
113,89,Undirected,1
89,113,Undirected,1
113,103,Undirected,1
103,113,Undirected,1
113,110,Undirected,2
110,113,Undirected,2
113,112,Undirected,3
112,113,Undirected,3
114,1,Undirected,2
1,114,Undirected,2
114,2,Undirected,2
2,114,Undirected,2
114,3,Undirected,2
3,114,Undirected,2
114,4,Undirected,2
4,114,Undirected,2
114,5,Undirected,1
5,114,Undirected,1
114,27,Undirected,1
27,114,Undirected,1
114,41,Undirected,1
41,114,Undirected,1
114,42,Undirected,1
42,114,Undirected,1
114,44,Undirected,1
44,114,Undirected,1
114,46,Undirected,2
46,114,Undirected,2
114,58,Undirected,1
58,114,Undirected,1
114,62,Undirected,1
62,114,Undirected,1
114,91,Undirected,1
91,114,Undirected,1
114,98,Undirected,2
98,114,Undirected,2
114,110,Undirected,1
110,114,Undirected,1
115,1,Undirected,2
1,115,Undirected,2
115,2,Undirected,2
2,115,Undirected,2
115,3,Undirected,1
3,115,Undirected,1
115,4,Undirected,2
4,115,Undirected,2
115,5,Undirected,1
5,115,Undirected,1
115,35,Undirected,1
35,115,Undirected,1
115,50,Undirected,1
50,115,Undirected,1
115,52,Undirected,1
52,115,Undirected,1
115,75,Undirected,1
75,115,Undirected,1
116,1,Undirected,1
1,116,Undirected,1
116,2,Undirected,1
2,116,Undirected,1
116,3,Undirected,1
